FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate
Crystal George,james32@example.com,(934)652-9829,deposit,227.52,10/05/2020,Savings,8865.78,08/03/2019,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,387.54,01/08/2020,Checking,6792,09/03/2022,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Kim Stone,garrett28@example.org,001-668-236-9938,withdrawal,423.28,22/04/2022,Savings,6995.71,05/04/2019,,,,,
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,100.34,19/08/2020,Checking,6267.88,01/01/2020,38994.49,Auto,24/12/2020,59:17.9,5.55
Brian Day,mason61@example.net,345-785-9250x1644,deposit,170.76,20/07/2019,Credit,8875.18,22/04/2020,,,,,
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,405.47,17/02/2023,Credit,4382.28,21/05/2021,47203.82,Auto,15/06/2021,59:17.9,5.28
Vincent Patel,delacruzrobert@example.com,-3058,deposit,113.28,24/03/2023,Credit,1432.24,20/02/2023,36095.18,Personal,18/01/2020,59:17.9,4.43
Vincent Patel,delacruzrobert@example.com,-3058,deposit,113.28,24/03/2023,Credit,1432.24,20/02/2023,13231.5,Auto,11/02/2021,59:17.9,5.89
Vincent Patel,delacruzrobert@example.com,-3058,deposit,113.28,24/03/2023,Credit,1432.24,20/02/2023,34771.89,Mortgage,07/09/2020,59:17.9,6.08
Charles Wise,campossarah@example.net,532.804.9131x538,deposit,67.51,29/12/2021,Credit,2920.84,03/12/2019,20109.87,Auto,30/06/2021,59:17.9,4.66
Sheri Johnson,michaelhahn@example.net,001-567-257-2127,withdrawal,375.39,30/12/2022,Credit,6893.38,22/04/2021,,,,,
Eric Anderson,spencer16@example.com,851-945-5888,deposit,393.42,08/06/2019,Savings,5051.48,16/05/2022,,,,,
Daniel Edwards,byoung@example.org,-8700,deposit,278.74,12/06/2020,Savings,8124.79,17/02/2021,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,deposit,278.74,12/06/2020,Savings,8124.79,17/02/2021,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,deposit,278.74,12/06/2020,Savings,8124.79,17/02/2021,14964.93,Auto,22/12/2020,59:17.9,5.33
Lauren Gray,kenneth99@example.net,218.715.2894x614,deposit,138.12,30/03/2023,Checking,4765.84,19/02/2022,48933.91,Auto,06/08/2020,59:17.9,4.43
Lauren Gray,kenneth99@example.net,218.715.2894x614,deposit,138.12,30/03/2023,Checking,4765.84,19/02/2022,47062.38,Mortgage,22/10/2019,59:17.9,6.27
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,87.03,19/02/2019,Savings,2391.9,17/09/2020,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,87.03,19/02/2019,Savings,2391.9,17/09/2020,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,87.03,19/02/2019,Savings,2391.9,17/09/2020,8092.2,Personal,18/08/2021,59:17.9,2.85
Peter Callahan,miranda13@example.org,-5276,deposit,45.34,11/05/2021,Credit,2355.97,29/06/2023,32850.56,Personal,24/11/2021,59:17.9,2.81
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,withdrawal,166.31,01/01/2023,Checking,5592.4,18/06/2020,,,,,
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,withdrawal,136.9,29/09/2020,Savings,2901.49,07/01/2023,,,,,
Kim Stone,garrett28@example.org,001-668-236-9938,deposit,107.09,21/06/2021,Savings,7446.25,29/10/2023,,,,,
Crystal George,james32@example.com,(934)652-9829,withdrawal,319.84,23/03/2023,Checking,8090.41,08/03/2021,19426.95,Auto,18/06/2021,59:17.9,7.29
Crystal George,james32@example.com,(934)652-9829,withdrawal,319.84,23/03/2023,Checking,8090.41,08/03/2021,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Phillip Carr,nicole30@example.com,650-254-3916,deposit,460.09,15/02/2019,Checking,1958.76,20/09/2023,43727.85,Personal,25/07/2022,59:17.9,6.46
Phillip Carr,nicole30@example.com,650-254-3916,deposit,460.09,15/02/2019,Checking,1958.76,20/09/2023,19769.58,Personal,14/08/2020,59:17.9,6.15
Phillip Carr,nicole30@example.com,650-254-3916,deposit,460.09,15/02/2019,Checking,1958.76,20/09/2023,11336.16,Personal,12/05/2019,59:17.9,4.76
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,271.67,30/04/2023,Checking,6267.88,01/01/2020,38994.49,Auto,24/12/2020,59:17.9,5.55
Carol Miller,yfisher@example.org,6088279027,deposit,345.14,01/07/2023,Savings,4040.05,24/08/2023,,,,,
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,71.1,18/02/2021,Savings,8268,09/01/2021,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,57.84,20/11/2020,Checking,7800.33,17/09/2023,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,57.84,20/11/2020,Checking,7800.33,17/09/2023,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,57.84,20/11/2020,Checking,7800.33,17/09/2023,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,318.38,21/03/2020,Checking,5910.76,02/04/2019,35885.02,Auto,06/10/2023,59:17.9,5.32
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,318.38,21/03/2020,Checking,5910.76,02/04/2019,39301.99,Mortgage,19/05/2019,59:17.9,7.19
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,318.38,21/03/2020,Checking,5910.76,02/04/2019,10490.65,Auto,01/06/2023,59:17.9,2.46
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,378.28,01/02/2021,Savings,1443.64,30/05/2020,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,378.28,01/02/2021,Savings,1443.64,30/05/2020,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,378.28,01/02/2021,Savings,1443.64,30/05/2020,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,87.79,10/05/2021,Credit,7880.53,14/08/2023,11074.47,Personal,11/02/2022,59:17.9,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,87.79,10/05/2021,Credit,7880.53,14/08/2023,38903.23,Personal,14/07/2021,59:17.9,2.28
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,211.13,19/08/2021,Checking,4532.51,08/09/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,367.84,29/12/2022,Checking,5272.84,23/03/2022,42684.76,Personal,15/01/2024,59:17.9,1.96
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,485.76,24/08/2023,Savings,8252.72,16/11/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,466.1,18/11/2022,Credit,9710.61,12/08/2019,,,,,
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,494.63,15/08/2023,Checking,4653.15,19/08/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,withdrawal,21.32,06/07/2023,Credit,8539.34,25/03/2023,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,499.36,26/05/2023,Savings,9139.78,03/01/2023,26360.24,Auto,26/08/2020,59:17.9,2.89
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,132.89,02/08/2021,Savings,3506.26,04/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Monica Graves,xday@example.net,402.918.5084x3030,withdrawal,48.55,02/02/2023,Savings,8648.97,05/06/2022,48233.91,Personal,03/12/2023,59:17.9,4.7
Monica Graves,xday@example.net,402.918.5084x3030,withdrawal,48.55,02/02/2023,Savings,8648.97,05/06/2022,5710.02,Mortgage,28/11/2023,59:17.9,5.45
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,18/01/2024,Checking,7140.83,23/09/2019,6815.56,Personal,19/02/2023,59:17.9,2.9
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,18/01/2024,Checking,7140.83,23/09/2019,15095.53,Auto,26/10/2021,59:17.9,4.58
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,18/01/2024,Checking,7140.83,23/09/2019,46561.79,Mortgage,21/10/2019,59:17.9,2.5
Philip Huynh,bgraham@example.net,8058324167,withdrawal,43.47,18/01/2024,Checking,7140.83,23/09/2019,33481.52,Personal,14/07/2023,59:17.9,5.06
Jon Marshall,stacy20@example.com,001-608-454-5047x8890,withdrawal,116.77,04/10/2022,Credit,6517.51,30/08/2022,37452.32,Mortgage,26/08/2019,59:17.9,4.04
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.35,26/01/2020,Checking,9213.84,16/03/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.35,26/01/2020,Checking,9213.84,16/03/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.35,26/01/2020,Checking,9213.84,16/03/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Brian Day,mason61@example.net,345-785-9250x1644,withdrawal,378.88,17/05/2023,Credit,8875.18,22/04/2020,,,,,
Chad Jensen,ambertaylor@example.org,6576129629,deposit,206.76,11/04/2019,Savings,3999.07,11/10/2020,,,,,
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,04/02/2023,Credit,8536.16,21/11/2021,13273.81,Auto,21/10/2019,59:17.9,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,04/02/2023,Credit,8536.16,21/11/2021,41527.61,Personal,04/09/2020,59:17.9,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,04/02/2023,Credit,8536.16,21/11/2021,15916.26,Mortgage,11/02/2021,59:17.9,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,375.91,04/02/2023,Credit,8536.16,21/11/2021,46270.1,Personal,12/02/2023,59:17.9,6
Jesse Osborn,dennis81@example.org,(504)953-6008x457,deposit,406.52,25/03/2020,Checking,9232.35,13/06/2022,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,205.97,05/04/2020,Credit,4750.66,09/09/2022,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,205.97,05/04/2020,Credit,4750.66,09/09/2022,29065.5,Personal,03/04/2021,59:17.9,2.95
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,59.2,18/08/2021,Credit,9710.61,12/08/2019,,,,,
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,485.29,24/08/2023,Savings,7533.24,16/04/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Tony Robinson,timothywiley@example.com,382-628-5059x479,withdrawal,362.98,30/07/2021,Savings,3081.66,19/11/2021,40181.66,Mortgage,28/12/2023,59:17.9,3.54
Tony Robinson,timothywiley@example.com,382-628-5059x479,withdrawal,362.98,30/07/2021,Savings,3081.66,19/11/2021,11369.33,Personal,17/09/2023,59:17.9,4.66
Tony Robinson,timothywiley@example.com,382-628-5059x479,withdrawal,362.98,30/07/2021,Savings,3081.66,19/11/2021,31200.58,Auto,05/07/2020,59:17.9,2.35
Shelby Smith,carolyn11@example.com,580.272.0301x65432,deposit,263.08,26/10/2019,Credit,8471.16,05/09/2021,,,,,
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,177.93,29/12/2020,Savings,3717.19,19/08/2019,,,,,
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,481.91,26/05/2021,Checking,7800.33,17/09/2023,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,481.91,26/05/2021,Checking,7800.33,17/09/2023,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,481.91,26/05/2021,Checking,7800.33,17/09/2023,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Robert Mendez,evelynpatterson@example.org,759.294.8819,withdrawal,192.85,02/12/2019,Savings,1388.48,15/05/2020,,,,,
Carol Miller,yfisher@example.org,6088279027,withdrawal,230.93,31/07/2023,Savings,4040.05,24/08/2023,,,,,
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,347.3,08/11/2023,Savings,723.3,31/12/2020,33579.17,Personal,10/07/2022,59:17.9,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,347.3,08/11/2023,Savings,723.3,31/12/2020,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,400.25,17/12/2020,Savings,3717.19,19/08/2019,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,152.3,19/01/2021,Savings,9139.78,03/01/2023,26360.24,Auto,26/08/2020,59:17.9,2.89
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,151.04,13/11/2023,Credit,7252.65,14/03/2019,11074.47,Personal,11/02/2022,59:17.9,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,151.04,13/11/2023,Credit,7252.65,14/03/2019,38903.23,Personal,14/07/2021,59:17.9,2.28
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,376.84,19/09/2019,Credit,9710.61,12/08/2019,,,,,
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,134.21,03/07/2023,Savings,4937.91,18/03/2019,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,53.36,22/10/2021,Checking,1782.43,24/12/2020,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,53.36,22/10/2021,Checking,1782.43,24/12/2020,29065.5,Personal,03/04/2021,59:17.9,2.95
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,303.79,18/11/2023,Credit,646.6,20/09/2020,,,,,
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,deposit,371.41,25/03/2019,Credit,2371.32,06/07/2023,,,,,
Jesse Osborn,dennis81@example.org,(504)953-6008x457,deposit,61.4,23/04/2019,Credit,6487.53,18/09/2019,,,,,
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,168.52,26/11/2023,Checking,7104.71,20/04/2023,37877.78,Auto,29/05/2019,59:17.9,1.93
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,168.52,26/11/2023,Checking,7104.71,20/04/2023,11928.9,Personal,16/04/2020,59:17.9,3.05
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,168.52,26/11/2023,Checking,7104.71,20/04/2023,22108.89,Personal,19/10/2022,59:17.9,6.6
Francisco Potter,joneschristine@example.org,(564)921-3755x708,withdrawal,182.03,31/10/2021,Checking,8090.98,13/03/2020,35115.06,Auto,01/09/2023,59:17.9,5.87
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,248.92,04/10/2021,Credit,7252.65,14/03/2019,11074.47,Personal,11/02/2022,59:17.9,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,deposit,248.92,04/10/2021,Credit,7252.65,14/03/2019,38903.23,Personal,14/07/2021,59:17.9,2.28
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,250.75,09/05/2022,Checking,4690.68,15/10/2023,,,,,
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,375.89,28/04/2023,Savings,8380.64,24/11/2021,42355.47,Mortgage,23/02/2019,59:17.9,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,375.89,28/04/2023,Savings,8380.64,24/11/2021,35193.83,Mortgage,17/01/2021,59:17.9,1.85
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,486.32,16/09/2020,Credit,8482.27,07/05/2022,42355.47,Mortgage,23/02/2019,59:17.9,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,486.32,16/09/2020,Credit,8482.27,07/05/2022,35193.83,Mortgage,17/01/2021,59:17.9,1.85
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,129.53,27/06/2023,Savings,7533.24,16/04/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,400.19,13/09/2022,Checking,8232.61,27/06/2019,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Jon Marshall,stacy20@example.com,001-608-454-5047x8890,deposit,45.15,18/07/2023,Credit,6517.51,30/08/2022,37452.32,Mortgage,26/08/2019,59:17.9,4.04
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,168.76,07/04/2023,Credit,7585.37,11/08/2019,48863.64,Mortgage,26/11/2021,59:17.9,2.42
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,168.76,07/04/2023,Credit,7585.37,11/08/2019,48494.41,Auto,16/02/2019,59:17.9,3.62
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,216.06,21/11/2019,Savings,6933.89,15/06/2019,,,,,
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,14/03/2020,Credit,8536.16,21/11/2021,13273.81,Auto,21/10/2019,59:17.9,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,14/03/2020,Credit,8536.16,21/11/2021,41527.61,Personal,04/09/2020,59:17.9,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,14/03/2020,Credit,8536.16,21/11/2021,15916.26,Mortgage,11/02/2021,59:17.9,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,deposit,255.19,14/03/2020,Credit,8536.16,21/11/2021,46270.1,Personal,12/02/2023,59:17.9,6
Chad Jensen,ambertaylor@example.org,6576129629,deposit,99.57,22/01/2020,Credit,6177.48,16/12/2023,,,,,
Richard Adams,wurobert@example.com,381.345.0592x7366,withdrawal,273.01,21/01/2021,Checking,5238.53,11/06/2020,19985.5,Mortgage,24/06/2019,59:17.9,5.01
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,161.08,19/02/2019,Checking,8915.18,17/06/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,01/01/2021,Credit,8536.16,21/11/2021,13273.81,Auto,21/10/2019,59:17.9,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,01/01/2021,Credit,8536.16,21/11/2021,41527.61,Personal,04/09/2020,59:17.9,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,01/01/2021,Credit,8536.16,21/11/2021,15916.26,Mortgage,11/02/2021,59:17.9,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,130.18,01/01/2021,Credit,8536.16,21/11/2021,46270.1,Personal,12/02/2023,59:17.9,6
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,244.97,30/10/2022,Savings,3181.09,11/06/2022,48863.64,Mortgage,26/11/2021,59:17.9,2.42
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,244.97,30/10/2022,Savings,3181.09,11/06/2022,48494.41,Auto,16/02/2019,59:17.9,3.62
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,35.55,21/05/2021,Checking,9461.84,11/05/2021,,,,,
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,97.69,23/09/2022,Savings,2391.9,17/09/2020,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,97.69,23/09/2022,Savings,2391.9,17/09/2020,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,97.69,23/09/2022,Savings,2391.9,17/09/2020,8092.2,Personal,18/08/2021,59:17.9,2.85
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,54.28,21/12/2022,Credit,2371.32,06/07/2023,,,,,
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,25/07/2021,Credit,2881.24,06/05/2019,32428.9,Mortgage,24/06/2021,59:17.9,2.12
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,25/07/2021,Credit,2881.24,06/05/2019,31406.77,Personal,27/02/2021,59:17.9,4.63
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,25/07/2021,Credit,2881.24,06/05/2019,27834,Personal,05/12/2019,59:17.9,2.15
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,deposit,447.56,25/07/2021,Credit,2881.24,06/05/2019,27873.08,Auto,19/01/2022,59:17.9,7.03
Heather Wright,adamssheila@example.net,850-282-6951x4975,deposit,205.89,10/05/2021,Credit,3099.1,25/01/2022,13931.18,Mortgage,30/01/2021,59:17.9,3.35
Chad Jensen,ambertaylor@example.org,6576129629,deposit,235.7,08/02/2020,Checking,3158.88,09/10/2023,,,,,
Laura Martinez,billy68@example.com,478.350.1644,deposit,54.83,21/12/2020,Checking,5627.79,28/02/2021,14765.02,Personal,22/05/2022,59:17.9,4.49
Laura Martinez,billy68@example.com,478.350.1644,deposit,54.83,21/12/2020,Checking,5627.79,28/02/2021,14372.77,Auto,18/10/2021,59:17.9,3.14
Laura Martinez,billy68@example.com,478.350.1644,deposit,54.83,21/12/2020,Checking,5627.79,28/02/2021,33774.39,Auto,28/03/2020,59:17.9,3.97
David Rasmussen,fburns@example.net,9347152436,withdrawal,206.36,31/07/2021,Checking,6560.6,01/06/2022,,,,,
Anita Park,xpayne@example.net,806-211-4478x986,deposit,343.63,12/06/2021,Checking,7676.38,26/05/2021,,,,,
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,199.47,31/08/2022,Credit,4382.28,21/05/2021,47203.82,Auto,15/06/2021,59:17.9,5.28
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,463.44,09/12/2019,Credit,9924.16,25/10/2019,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,461.68,03/05/2020,Checking,4000.76,17/09/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,461.68,03/05/2020,Checking,4000.76,17/09/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,461.68,03/05/2020,Checking,4000.76,17/09/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,150.94,16/01/2024,Credit,856.98,09/08/2021,26360.24,Auto,26/08/2020,59:17.9,2.89
Desiree Nelson,johnsonhaley@example.com,231.515.3313,deposit,53.28,13/01/2021,Credit,6047.23,02/08/2021,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,withdrawal,204.59,29/06/2019,Checking,3099.96,05/05/2023,,,,,
Vanessa James,colleendavis@example.org,891-740-2938,withdrawal,70.27,22/08/2019,Savings,479.11,26/04/2020,,,,,
Lauren Gray,kenneth99@example.net,218.715.2894x614,deposit,498.69,29/06/2020,Checking,4765.84,19/02/2022,48933.91,Auto,06/08/2020,59:17.9,4.43
Lauren Gray,kenneth99@example.net,218.715.2894x614,deposit,498.69,29/06/2020,Checking,4765.84,19/02/2022,47062.38,Mortgage,22/10/2019,59:17.9,6.27
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,157.75,17/11/2020,Credit,9710.61,12/08/2019,,,,,
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,11/02/2021,Credit,2881.24,06/05/2019,32428.9,Mortgage,24/06/2021,59:17.9,2.12
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,11/02/2021,Credit,2881.24,06/05/2019,31406.77,Personal,27/02/2021,59:17.9,4.63
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,11/02/2021,Credit,2881.24,06/05/2019,27834,Personal,05/12/2019,59:17.9,2.15
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,442.35,11/02/2021,Credit,2881.24,06/05/2019,27873.08,Auto,19/01/2022,59:17.9,7.03
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,29.94,12/05/2022,Credit,7658.87,30/11/2021,33579.17,Personal,10/07/2022,59:17.9,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,29.94,12/05/2022,Credit,7658.87,30/11/2021,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Daniel Edwards,byoung@example.org,-8700,deposit,148.31,04/04/2019,Credit,7481.3,06/01/2021,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,deposit,148.31,04/04/2019,Credit,7481.3,06/01/2021,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,deposit,148.31,04/04/2019,Credit,7481.3,06/01/2021,14964.93,Auto,22/12/2020,59:17.9,5.33
Christopher Hale,watsondarren@example.org,+1-917-489-0869x753,deposit,413.38,21/12/2020,Checking,5108.1,15/06/2023,28988.77,Personal,23/03/2020,59:17.9,3.06
Daniel Edwards,byoung@example.org,-8700,withdrawal,71.06,10/07/2019,Credit,1496.1,16/06/2021,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,withdrawal,71.06,10/07/2019,Credit,1496.1,16/06/2021,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,withdrawal,71.06,10/07/2019,Credit,1496.1,16/06/2021,14964.93,Auto,22/12/2020,59:17.9,5.33
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,194.21,08/05/2022,Checking,3929.98,20/05/2019,33579.17,Personal,10/07/2022,59:17.9,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,194.21,08/05/2022,Checking,3929.98,20/05/2019,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,255.18,07/07/2021,Checking,9847.69,31/10/2022,46119.69,Personal,12/05/2019,59:17.9,4.84
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,255.18,07/07/2021,Checking,9847.69,31/10/2022,20834.23,Personal,21/09/2020,59:17.9,7.49
David King,edward68@example.com,+1-907-693-9094x459,deposit,431.8,17/01/2023,Checking,2767.61,31/10/2020,,,,,
